SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533407,CIL NOVA    ,B ,Q,31.95,31.95,26.40,26.40,26.40,27.45,7,536,15095.00,
533408,BSLGOLDETF  ,E ,Q,2835.00,2835.00,2835.00,2835.00,2835.00,2925.00,1,2,5670.00,
533411,SANGH FORG  ,B ,Q,29.40,29.40,27.90,27.95,27.95,27.50,25,685,19354.00,
533451,KARMA ENERG ,B ,Q,25.75,28.45,25.75,28.45,28.45,24.25,6,402,10702.00,
533452,WEIZMANN FX ,B ,Q,511.00,552.90,511.00,552.90,552.90,502.65,579,11579,6299054.00,
533470,RUSHIL DECOR,B ,Q,620.05,645.95,620.05,625.60,625.60,620.40,53,550,345806.00,
533477,ENKEI WHEEL ,X ,Q,437.00,455.00,437.00,450.35,450.00,438.90,88,2473,1116203.00,
533482,KRIINFRA    ,B ,Q,90.95,94.40,90.75,92.90,92.90,89.00,602,55640,5138361.00,
533499,BGLOBAL     ,T ,Q,3.90,3.98,3.71,3.88,3.88,3.90,18,20705,78742.00,
533506,INVENTURE   ,B ,Q,15.50,15.80,15.45,15.70,15.75,15.50,25,14600,228420.00,
533519,LNT FH      ,A ,Q,168.10,170.00,167.20,167.50,167.50,167.15,1647,261490,44041967.00,
533520,SORILHOLD   ,T ,Q,557.00,567.10,530.00,557.80,555.00,540.65,333,16744,9193788.00,
533540,TREE HOUSE  ,B ,Q,6.69,6.69,6.08,6.37,6.45,6.39,60,15685,99013.00,
533543,BROOKS LABS ,B ,Q,84.50,88.75,84.50,86.10,86.50,85.10,175,12178,1060747.00,
533552,RUPA & CO   ,B ,Q,415.75,421.75,414.10,416.75,420.45,406.60,70,1690,704164.00,
533553,TD POWER    ,B ,Q,159.00,162.55,155.05,157.60,157.60,156.05,231,2551,403805.00,
533569,SRS LIMITED ,T ,Q,0.58,0.59,0.55,0.59,0.57,0.57,47,84629,49222.00,
533570,AXISGOLD    ,E ,Q,2691.00,2749.99,2691.00,2710.00,2710.00,2691.01,6,30,81488.00,
533573,ALEM PHARMA ,A ,Q,432.90,437.95,420.10,422.65,420.10,430.90,139,1400,595563.00,
533576,VASWANI IND ,B ,Q,13.15,13.43,12.50,13.05,13.05,13.57,44,6965,90983.00,
533581,PG ELECTRO  ,B ,Q,218.90,239.00,218.90,223.60,223.60,211.95,259,8800,1987770.00,
533605,PRAKASH CON ,B ,Q,6.90,6.90,6.11,6.43,6.41,6.33,60,55019,358584.00,
533608,RDB RASAYAN ,X ,Q,77.50,85.80,74.00,82.95,83.00,76.20,615,91043,7439836.00,
533629,TIJARIA PPL ,T ,Q,8.55,8.55,8.55,8.55,8.55,8.15,1,51,436.00,
533632,ONELIFE CAP ,T ,Q,18.30,18.30,18.25,18.25,18.30,17.45,4,1030,18800.00,
533638,FLEXITUFF   ,B ,Q,38.80,39.00,38.15,38.60,38.55,38.60,9,1068,41403.00,
533644,UJAAS       ,B ,Q,13.00,14.59,12.99,14.26,14.52,12.83,405,112297,1554003.00,
533655,TRIVENITURB ,B ,Q,110.25,110.25,108.00,108.00,108.00,109.40,61,772,83829.00,
533676,INDO THAI   ,B ,Q,58.35,59.90,57.15,57.95,57.15,56.50,18,1964,115164.00,
533704,ESSAR SHIP  ,B ,Q,18.85,18.90,18.00,18.25,18.25,18.00,42,954340,17180829.00,
533719,IDBIGOLD    ,E ,Q,2940.00,2940.00,2900.00,2900.00,2900.00,2855.00,2,7,20500.00,
533758,APL APOLLO  ,B ,Q,1786.35,1826.60,1777.20,1796.35,1791.25,1777.45,42,228,409400.00,
533761,GPT INFRA   ,B ,Q,163.00,163.00,159.10,160.00,160.00,162.25,48,5090,823249.00,
533896,FERVENTSYN  ,X ,Q,23.00,24.25,22.70,24.00,24.00,24.70,24,3502,80922.00,
533982,TERASOFTWARE,T ,Q,40.95,41.00,39.10,39.50,39.50,39.60,12,1544,62709.00,
534060,PMCFIN      ,X ,Q,0.37,0.38,0.36,0.36,0.36,0.37,153,522388,191672.00,
534063,FUT SOL     ,XT,Q,40.00,40.00,40.00,40.00,40.00,38.95,1,701,28040.00,
534064,AIML        ,XT,Q,119.00,119.00,119.00,119.00,119.00,113.50,1,1,119.00,
534076,ORIENT REF  ,B ,Q,174.70,182.00,172.30,178.35,178.35,168.05,83,7352,1295598.00,
534091,MCX LTD     ,A ,Q,825.00,837.40,819.70,824.10,824.10,823.60,1065,35697,29613520.00,
534139,SCHNEIDER   ,B ,Q,92.50,99.75,92.30,98.95,98.95,92.60,337,26604,2604988.00,
534184,NORL        ,B ,Q,2.32,2.37,2.25,2.34,2.33,2.30,35,40965,95070.00,
534190,OLYMPIC     ,X ,Q,6.30,6.30,6.30,6.30,6.30,6.00,3,52,327.00,
534309,NBCC        ,A ,Q,88.40,89.70,85.90,86.95,86.95,86.60,2477,368657,32283111.00,
534312,MT EDUCARE  ,B ,Q,51.90,52.25,50.20,50.40,50.20,50.75,60,7295,372701.00,
534328,HEXATRADEX  ,T ,Q,37.90,37.95,36.05,36.05,36.05,36.15,6,1175,44243.00,
534338,MAXHEIGHTS  ,X ,Q,71.00,72.00,64.70,69.50,69.50,70.90,57,20546,1401371.00,
534369,TBZ LTD     ,B ,Q,93.35,93.85,91.60,92.30,92.30,92.00,89,4139,384476.00,
534392,VSSL        ,B ,Q,125.95,130.00,122.50,125.50,125.50,121.00,83,7380,919797.00,
534425,SPECIALITY R,B ,Q,100.60,106.95,100.55,106.00,105.00,102.40,65,2420,253479.00,
534532,LYPSA GEMS  ,B ,Q,17.70,18.30,17.05,17.55,17.25,17.65,48,10920,189799.00,
534535,BIOGRPAPER  ,X ,Q,3.81,3.98,3.81,3.98,3.98,3.98,2,20000,78750.00,
534597,RTNINFRA    ,B ,Q,4.28,4.60,4.27,4.57,4.60,4.19,142,308641,1410473.00,
534598,SEPOWER     ,B ,Q,5.80,5.80,4.80,5.80,5.80,5.29,3,110,621.00,
534600,JTL INFRA   ,X ,Q,149.60,155.00,140.00,144.40,142.00,145.35,103,21986,3217231.00,
534612,AMTL        ,X ,Q,19.70,21.60,19.70,20.35,21.60,20.80,4,1510,30701.00,
534615,NECC LTD    ,B ,Q,15.50,15.60,15.10,15.40,15.45,15.45,35,5979,91500.00,
534618,SAREL       ,XT,Q,21.90,21.90,20.90,20.90,20.90,22.00,31,14316,299513.00,
534623,JUPITER INFO,X ,Q,66.50,67.00,65.00,65.40,65.40,66.40,10,6100,400324.00,
534674,DUCON       ,B ,Q,29.50,29.60,28.55,29.30,29.30,28.55,114,13115,382310.00,
534675,PROZONINTU  ,B ,Q,42.70,43.55,42.25,42.50,42.50,42.25,212,23469,1005222.00,
534680,SRG HFL     ,X ,Q,271.05,274.00,250.05,273.50,273.50,256.50,85,3454,911655.00,
534690,LAKSHMIVILAS,A ,Q,112.75,114.85,109.80,113.65,113.65,109.15,566,118862,13286498.00,
534691,COMFORT COM ,B ,Q,6.87,6.87,6.23,6.74,6.87,6.55,46,17872,116055.00,
534708,RCL RETAIL  ,M ,Q,15.55,16.30,15.00,16.00,16.30,17.95,11,33000,514950.00,
534731,BRONZE INFRA,X ,Q,0.54,0.54,0.52,0.54,0.54,0.52,7,5064,2733.00,
534732,INTELL ADV  ,XT,Q,15.50,15.50,15.50,15.50,15.50,14.85,1,10,155.00,
534741,VIRTUAL GLO ,X ,Q,1.01,1.01,1.01,1.01,1.01,1.06,69,110460,111564.00,
534742,ZUARI AGRO  ,B ,Q,366.00,374.20,357.10,366.35,366.35,361.55,655,22133,8142407.00,
534748,STEEL EXCH  ,B ,Q,24.40,25.55,23.70,24.55,25.55,24.40,36,89335,2149608.00,
534755,TRIO MERCAN ,XT,Q,21.00,21.00,19.30,19.30,19.30,20.00,9,6266,130767.00,
534756,TARA JEWELS ,B ,Q,7.17,7.50,6.90,7.04,6.90,7.25,77,62447,440788.00,
534758,CIGNITI TECH,T ,Q,245.00,252.00,245.00,251.35,252.00,243.50,33,1106,273861.00,
534804,CARERATING  ,A ,Q,1293.05,1355.40,1293.05,1346.75,1344.05,1304.50,165,1064,1421933.00,
534809,PC JEWELLER ,A ,Q,135.95,138.95,132.25,135.65,135.65,134.00,14319,2253667,305742736.00,
534816,BH INFRATEL ,A ,Q,294.30,295.75,292.20,294.40,295.00,294.25,209,9497,2793634.00,
534976,VMART       ,B ,Q,2089.50,2450.00,2067.05,2376.60,2376.60,2112.70,1499,61517,139178921.00,
535141,SUNSTAR R   ,T ,Q,1.74,1.74,1.74,1.74,1.74,1.77,7,1220,2122.00,
535267,COM FINCAP  ,X ,Q,16.45,16.50,16.25,16.45,16.45,16.40,49,14685,241193.00,
535276,SBISENSEX   ,B ,Q,369.80,369.80,369.80,369.80,369.80,365.16,7,24,8875.00,
535279,BOTHRA MET  ,M ,Q,6.97,6.97,6.97,6.97,6.97,5.91,1,8000,55760.00,
535322,REPCO HOME  ,A ,Q,548.65,558.70,545.00,549.65,555.00,547.85,658,21701,11994232.00,
535458,NRB IND BEA ,B ,Q,18.90,19.70,18.00,19.00,19.00,18.35,22,5735,108555.00,
535467,AIFL        ,B ,Q,461.65,473.05,457.00,468.40,468.40,461.95,152,32163,14962126.00,
535566,KIFS FSL    ,X ,Q,94.80,100.00,94.80,95.25,100.00,99.75,10,525,49959.00,
535601,SREELEATHER ,B ,Q,269.00,269.05,264.75,266.00,266.95,257.30,22,355,95087.00,
535602,SHARDA MOTOR,B ,Q,1950.00,2042.40,1950.00,1999.65,1995.00,1958.45,112,744,1494512.00,
535620,BINNY MILLS ,X ,Q,198.00,202.00,197.00,198.10,198.10,197.90,7,122,24174.00,
535621,SV GLOBAL   ,X ,Q,109.00,112.90,106.05,109.10,109.00,108.90,8,176,19172.00,
535648,JUSTDIAL    ,A ,Q,532.00,579.00,528.40,569.20,569.20,532.80,16923,1407089,785929440.00,
535658,PAWANSUT    ,X ,Q,2.91,2.91,2.78,2.78,2.78,2.78,4,1002,2785.00,
535693,BRAHM INFRA ,X ,Q,27.50,28.90,27.50,28.90,28.90,27.85,5,7660,211855.00,
535694,EDSL        ,X ,Q,1.76,1.80,1.76,1.76,1.76,1.76,7,2781,4895.00,
535730,KHOOBSURAT  ,X ,Q,0.19,0.19,0.18,0.19,0.19,0.19,9,6740,1250.00,
535754,ORIENT CEM  ,B ,Q,113.95,114.00,110.35,111.60,111.60,112.20,95,7078,792166.00,
535755,ABFRL       ,A ,Q,142.95,144.80,139.00,139.90,140.10,141.85,520,36963,5250178.00,
535789,IBUL HSG FIN,A ,Q,1180.00,1215.00,1180.00,1209.00,1210.05,1182.30,2506,59468,71311550.00,
536073,SILINFRA    ,XT,Q,7.80,7.80,7.41,7.41,7.41,7.80,9,60,459.00,
536128,VKJINFRA    ,XT,Q,0.91,0.95,0.91,0.92,0.95,0.95,156,244359,223986.00,
536170,KUSHAL      ,T ,Q,83.40,83.80,83.10,83.45,83.45,83.30,772,110518,9224928.00,
536264,TIGER LOGS  ,X ,Q,179.50,187.50,179.50,184.90,184.95,182.05,88,8847,1639477.00,
536493,JKAGRI GEN  ,X ,Q,1312.70,1498.80,1312.70,1478.15,1480.00,1312.70,161,2089,3004123.00,
536507,FUTLIF FAS  ,A ,Q,436.10,445.95,436.10,440.35,440.35,437.75,362,58593,25689336.00,
536659,PVVINFRA    ,X ,Q,13.50,14.10,13.50,14.00,13.50,13.45,11,1911,26525.00,
536751,FIVEXTRADE  ,X ,Q,0.73,0.73,0.73,0.73,0.73,0.76,1,1000,730.00,
536773,JIN POLY INV,B ,Q,46.95,47.00,46.05,46.85,47.00,45.00,11,650,30426.00,
536799,SRS FINANCE ,XT,Q,0.63,0.63,0.60,0.62,0.62,0.60,9,1813,1088.00,
536960,M100        ,B ,Q,19.90,19.90,18.65,19.85,19.04,19.94,7,5026,95271.00,
536965,BP CAPITAL  ,XT,Q,6.56,6.56,6.56,6.56,6.56,6.44,1,25,164.00,
536974,CAPTAIN POLY,X ,Q,146.05,154.90,146.05,151.75,151.75,151.65,17,2452,370042.00,
537007,NIFTYIWIN   ,B ,Q,110.00,111.45,110.00,111.03,110.97,110.11,42,1266,140688.00,
537008,NIF100IWIN  ,B ,Q,116.75,116.75,116.75,116.75,116.75,115.32,3,42,4903.00,
537069,ARNOLD HOLD ,X ,Q,8.75,8.90,8.16,8.32,8.32,8.90,26,12399,108046.00,
537092,MODEX INT   ,XT,Q,43.05,43.05,43.05,43.05,43.05,43.30,13,2300,99015.00,
537253,SUNIL HEALTH,X ,Q,65.95,65.95,65.00,65.00,65.00,61.25,3,54,3513.00,
537254,RCI IND     ,B ,Q,101.10,105.00,101.10,104.00,104.75,102.50,157,14533,1507082.00,
537259,SUYOG TELE  ,B ,Q,285.05,305.00,285.00,300.00,290.00,304.10,5,26,7800.00,
537291,NATH BIOGEN ,B ,Q,437.40,473.00,437.40,466.60,462.45,432.00,273,9668,4415559.00,
537292,AGRI TECH   ,B ,Q,97.30,114.20,97.30,114.20,114.20,95.20,225,18990,2099707.00,
537524,VIAANINDUS  ,X ,Q,19.45,20.20,18.85,20.20,20.20,18.40,630,276419,5474718.00,
537536,DENIS CHEM  ,X ,Q,84.20,94.95,84.20,89.05,89.80,86.10,17,3483,307171.00,
537707,ETT LTD     ,X ,Q,30.00,30.00,30.00,30.00,30.00,28.60,4,105,3150.00,
537708,KOTAKNIFTY  ,B ,Q,109.50,109.60,108.70,108.80,108.70,107.52,26,1854,202665.00,
537750,KIRAN VYPAR ,X ,Q,151.00,155.00,149.10,150.10,150.10,148.60,33,2302,346256.00,
537766,BCP LTD     ,B ,Q,176.90,178.60,140.00,162.55,162.55,174.30,370,201491,33155685.00,
537800,MANGALAM IND,X ,Q,1.10,1.17,0.90,1.04,1.14,1.10,20,9006,9203.00,
537820,VFL         ,B ,Q,3.53,3.53,3.53,3.53,3.53,3.71,4,850,3000.00,
537840,RAUNAQEPC   ,X ,Q,110.00,110.00,110.00,110.00,110.00,106.00,2,11,1210.00,
537954,SKP         ,T ,Q,3.72,3.72,3.72,3.72,3.72,3.79,6,911,3388.00,
538019,OBI LTD     ,B ,Q,68.05,70.55,63.85,67.85,67.85,67.20,231,40700,2820251.00,
538057,CPSE ETF    ,B ,Q,27.57,27.74,27.45,27.66,27.70,27.38,102,54527,1501895.00,
538081,HARIA APL   ,X ,Q,2.90,2.90,2.77,2.77,2.77,2.90,2,550,1588.00,
538092,JOONKTOLLEE ,X ,Q,147.40,154.05,142.15,149.95,149.95,147.25,8,415,61296.00,
538119,RNB DENIMS  ,M ,Q,50.00,50.00,50.00,50.00,50.00,50.00,1,2500,125000.00,
538128,WOMENS NEXT ,M ,Q,69.40,69.90,69.40,69.90,69.90,65.00,2,4000,278600.00,
538180,GOLD LINE   ,X ,Q,6.90,6.90,6.90,6.90,6.90,7.04,49,105050,724845.00,
538212,SHARP INV   ,X ,Q,0.33,0.33,0.33,0.33,0.33,0.33,1,1000,330.00,
538268,WONDERLA    ,B ,Q,332.00,336.55,332.00,334.10,335.25,327.40,37,10544,3519801.00,
538319,GCM CAPI    ,M ,Q,2.23,2.75,2.23,2.75,2.75,2.78,2,2000,4980.00,
538351,AFEL        ,XT,Q,1.30,1.30,1.30,1.30,1.30,1.36,2,550,715.00,
538364,BCPAL       ,XT,Q,0.92,0.92,0.92,0.92,0.92,0.96,24,8837,8130.00,
538365,ADHUNIKIND  ,B ,Q,66.85,66.85,62.00,62.90,63.00,60.80,16,5047,316006.00,
538401,MAESTROS ELE,X ,Q,27.80,27.80,27.80,27.80,27.80,29.25,1,50,1390.00,
538422,JACKSON     ,XT,Q,1.27,1.27,1.27,1.27,1.27,1.29,12,7549,9587.00,
538423,ALPS MOTOR  ,X ,Q,6.28,6.28,6.28,6.28,6.28,6.40,9,224,1406.00,
538432,DIVINUS     ,X ,Q,102.50,102.50,101.00,101.00,101.00,97.70,9,2698,274871.00,
538476,CTL         ,X ,Q,3.70,3.80,3.66,3.74,3.75,3.74,36,39110,144943.00,
538537,OMANSH      ,X ,Q,0.95,0.95,0.95,0.95,0.95,1.00,1,1,0.00,
538539,JTAPARIA    ,X ,Q,4.78,4.78,4.78,4.78,4.78,4.87,2,205,979.00,
538547,OASIS       ,B ,Q,20.25,20.25,20.25,20.25,20.25,21.30,15,10271,207987.00,
538557,SAIBABA     ,X ,Q,4.89,4.89,4.89,4.89,4.89,4.98,17,1192,5828.00,
538562,SKIPPER     ,B ,Q,173.20,178.00,170.80,177.60,177.95,172.10,171,4424,776337.00,
538563,ADARSH      ,XT,Q,5.62,5.62,5.62,5.62,5.62,5.36,1,125,702.00,
538564,JAMESWARREN ,X ,Q,121.10,122.00,121.00,121.00,121.00,121.00,12,1138,137710.00,
538566,BESTSTEEL   ,X ,Q,144.00,147.00,140.00,144.70,143.25,142.65,147,19862,2860306.00,
538567,GULFOIL LUB ,B ,Q,838.50,849.75,820.35,836.40,838.00,828.70,98,947,784162.00,
538570,ACHAL       ,XT,Q,1.15,1.15,1.15,1.15,1.15,1.20,3,3031,3485.00,
538596,QUANTBUILD  ,X ,Q,1.10,1.10,1.10,1.10,1.10,1.05,1,300,330.00,
538598,VISHAL      ,B ,Q,560.00,560.00,540.00,542.00,540.00,553.90,7,70250,39335500.00,
538607,TOYAMIND    ,X ,Q,3.90,3.99,3.75,3.80,3.80,3.68,88,417201,1589027.00,
538634,VRL         ,X ,Q,51.45,51.45,46.55,46.55,46.55,49.00,12,1207,56313.00,
538635,SNOWMAN     ,B ,Q,45.40,47.10,45.40,46.65,46.65,44.65,463,93763,4349448.00,
538653,EML         ,X ,Q,18.35,18.35,18.35,18.35,18.35,19.30,2,31,568.00,
538666,SHARDACROP  ,A ,Q,417.55,420.00,397.50,401.65,400.60,397.60,989,726715,290821995.00,
538683,RELSENSEX   ,B ,Q,373.88,373.88,373.88,373.88,373.88,365.59,1,10,3738.00,
538685,SHEMAROO    ,B ,Q,485.80,495.00,485.80,491.20,491.20,484.00,10,256,126567.00,
538706,ULTRACAB    ,B ,Q,86.10,88.00,83.00,83.00,83.00,83.50,70,8211,699548.00,
538708,ETIL        ,X ,Q,16.25,16.75,16.05,16.50,16.50,16.00,8,1602,26216.00,
538713,ATISHAY     ,B ,Q,81.00,81.00,81.00,81.00,81.00,79.30,1,20,1620.00,
538714,SUCHITRA    ,X ,Q,59.00,59.00,59.00,59.00,59.00,62.10,2,45,2655.00,
538715,DHABRIYA    ,T ,Q,124.50,125.00,120.00,120.10,120.00,125.00,30,1567,191805.00,
538730,PDSMFL      ,B ,Q,280.00,283.00,280.00,280.00,280.00,280.00,8,169,47331.00,
538732,VGCL        ,T ,Q,62.65,62.65,62.65,62.65,62.65,65.90,6,5000,313250.00,
538733,STARLIT     ,B ,Q,11.50,11.50,9.01,11.00,11.00,10.10,24,8322,88978.00,
538734,CEINSYSTECH ,B ,Q,148.00,148.00,142.50,146.00,146.00,150.00,12,52550,7719622.00,
538743,MUDUNURU    ,XT,Q,9.00,9.00,9.00,9.00,9.00,9.00,1,1,9.00,
538771,PINCON      ,Z ,Q,13.65,15.00,13.65,14.75,14.75,14.35,412,148417,2124320.00,
538772,NIYOGIN     ,B ,Q,91.15,91.25,91.15,91.25,91.25,95.90,11,2345,213787.00,
538778,AKASHDEEP   ,XT,Q,30.65,30.65,30.55,30.60,30.55,30.65,6,400,12240.00,
538787,GBFL        ,X ,Q,21.15,21.15,21.15,21.15,21.15,22.25,4,105,2220.00,
538788,GILADAFINS  ,X ,Q,27.35,27.35,27.35,27.35,27.35,26.05,5,740,20239.00,
538795,SAPPL       ,X ,Q,206.80,209.00,206.05,209.00,209.00,209.00,11,3378,703810.00,
538812,AANCHALISP  ,B ,Q,14.99,14.99,10.63,12.24,12.87,12.69,41,2763,34064.00,
538817,CAPPIPES    ,M ,Q,32.75,33.00,28.00,32.75,32.75,30.00,8,16500,513750.00,
538834,MEL         ,X ,Q,11.40,11.40,10.31,10.80,10.80,10.70,17,6538,71599.00,
538835,INTELLECT   ,A ,Q,185.65,199.80,185.60,197.45,199.00,185.15,1609,104231,20253515.00,
538836,MONTECARLO  ,B ,Q,443.55,460.00,443.55,453.15,453.10,442.05,44,604,273693.00,
538837,JSTL        ,X ,Q,37.95,37.95,33.00,33.05,33.10,32.05,19,2806,93740.00,
538857,SCC         ,X ,Q,22.80,22.80,22.80,22.80,22.80,23.95,1,1,22.00,
538858,CAMSONBIO   ,X ,Q,9.00,9.02,8.84,8.93,8.91,9.30,58,17199,153136.00,
538860,PANAFIC     ,X ,Q,0.44,0.44,0.44,0.44,0.44,0.40,58,655818,288559.00,
538861,AMSONS      ,T ,Q,1.53,1.53,1.51,1.52,1.51,1.53,7,63,95.00,
538891,SIPROJECTS  ,X ,Q,250.30,253.30,248.50,251.70,251.95,250.55,736,37255,9327635.00,
538896,KANCHI      ,XT,Q,240.00,244.55,235.25,244.55,244.55,232.95,61,2897,704306.00,
538902,DHUN TEAIND ,B ,Q,262.10,269.15,261.50,269.00,269.00,259.35,27,1341,358864.00,
538921,RAFL        ,M ,Q,70.00,75.00,70.00,75.00,75.00,70.00,2,5000,362500.00,
538922,COSYN       ,X ,Q,69.05,74.85,69.00,73.75,74.00,70.40,100,12245,899475.00,
538961,GENUSPAPER  ,B ,Q,9.60,10.90,9.55,10.39,10.25,9.33,153,110317,1147314.00,
538962,MINDACORP   ,B ,Q,170.65,172.50,166.80,167.35,167.35,166.60,730,64839,10950971.00,
538963,PACT        ,XT,Q,5.15,5.45,5.15,5.45,5.45,5.42,16,1728,8984.00,
538964,MERCURYLAB  ,XT,Q,414.00,414.00,414.00,414.00,414.00,428.85,1,1,414.00,
538965,CONCORD     ,X ,Q,20.00,20.00,17.00,17.70,17.80,17.00,44,8147,139867.00,
538987,TALBROSENG  ,X ,Q,265.20,285.00,251.00,280.35,280.35,259.95,25,553,148494.00,
538992,SAPL        ,X ,Q,218.25,249.00,215.00,244.85,244.85,215.90,12,40,9391.00,
539006,PTCIL       ,X ,Q,475.10,496.50,475.00,496.50,496.50,497.90,9,176,85494.00,
539007,PINCONLIFE  ,Z ,Q,2.08,2.18,2.03,2.03,2.03,2.13,29,6695,13695.00,
539011,CHENFERRO   ,XT,Q,12.97,12.97,12.97,12.97,12.97,13.23,1,1,12.00,
539014,KALPACOMME  ,XT,Q,5.58,5.58,5.58,5.58,5.58,5.87,4,120,669.00,
539015,ORTEL       ,B ,Q,14.50,15.00,14.50,15.00,15.00,14.10,2,1500,22000.00,
539017,ASHFL       ,B ,Q,84.85,85.00,75.10,75.30,75.30,76.00,32,2213,178033.00,
539018,BEEKAY      ,X ,Q,297.00,308.70,296.00,308.70,308.70,294.00,59,6463,1986356.00,
539031,SETFBSE100  ,B ,Q,111.56,112.00,111.56,112.00,112.00,111.40,2,149,16666.00,
539040,TTIL        ,X ,Q,4.00,4.10,4.00,4.09,4.09,4.00,5,655,2679.00,
539042,AGIIL       ,B ,Q,112.00,120.50,103.95,109.45,106.20,111.35,604,419696,47091497.00,
539043,BKMINDST    ,B ,Q,24.00,24.00,19.80,20.80,20.20,20.10,20,2906,60025.00,
539044,MANAKSTELTD ,B ,Q,24.45,27.50,24.05,26.55,26.55,25.05,38,9580,246279.00,
539045,MNKALCOLTD  ,B ,Q,6.79,6.80,6.51,6.80,6.80,6.54,15,2042,13741.00,
539046,MNKCMILTD   ,B ,Q,12.25,12.80,12.11,12.69,12.69,11.84,17,1516,18938.00,
539056,ADLABS      ,B ,Q,36.75,39.40,36.75,37.45,37.05,35.60,266,28545,1089577.00,
539083,INOXWIND    ,A ,Q,87.85,92.70,87.35,91.20,91.00,86.05,556,46478,4239430.00,
539099,ATHCON      ,M ,Q,13.70,13.70,13.70,13.70,13.70,13.60,2,5000,68500.00,
539113,PML         ,X ,Q,4090.00,4600.00,4080.00,4550.00,4550.00,4135.35,37,53,234924.00,
539118,VRLLOG      ,B ,Q,349.05,352.70,342.50,346.95,346.70,349.10,54,10886,3786060.00,
539122,BODHTREE    ,X ,Q,68.55,68.55,67.00,67.45,67.75,65.65,73,6672,452652.00,
539123,VBIND       ,X ,Q,46.45,46.45,46.45,46.45,46.45,47.35,1,1,46.00,
539125,LAYLA       ,XT,Q,1.81,1.81,1.72,1.72,1.72,1.81,5,561,1001.00,
539126,MEP         ,B ,Q,74.60,76.00,72.90,74.00,73.05,73.75,399,132374,9802097.00,
539131,CLLIMITED   ,X ,Q,22.55,23.15,21.00,22.85,23.15,22.05,115,40858,925333.00,
539132,VEGETABLE   ,X ,Q,5.45,5.99,5.45,5.99,5.99,5.63,3,97,554.00,
539141,UFO         ,B ,Q,345.45,357.40,342.75,352.85,351.70,348.15,447,7855,2775153.00,
539143,SBCL        ,X ,Q,68.95,68.95,68.00,68.45,68.45,68.10,90,2708,186015.00,
539148,SHIVALIK    ,X ,Q,319.60,338.00,319.60,331.80,337.00,319.60,87,10004,3301523.00,
539149,ICSL        ,X ,Q,2.75,2.75,2.75,2.75,2.75,2.62,1,500,1375.00,
539150,PNCINFRA    ,B ,Q,163.00,168.25,163.00,167.05,166.05,162.65,256,9930,1650712.00,
539151,ARFIN       ,X ,Q,361.00,363.00,322.00,339.90,340.00,339.60,76,9007,3142274.00,
539169,FUNNY       ,T ,Q,2.38,2.38,2.38,2.38,2.38,2.50,1,20,47.00,
539176,HAWAENG     ,XT,Q,59.80,62.90,59.80,59.80,59.80,62.90,8,295,17970.00,
539177,AIIL        ,X ,Q,31.50,35.00,29.10,31.35,34.90,31.50,12,200,6261.00,
539195,POEL        ,X ,Q,71.00,72.00,70.10,71.70,71.70,72.00,28,1944,137470.00,
539196,AEL         ,X ,Q,26.80,26.80,23.55,25.75,25.75,24.80,25,267,6501.00,
539199,MOONGIPASEC ,XT,Q,17.60,17.60,16.10,16.10,16.10,16.80,2,200,3224.00,
539201,SATIA       ,XT,Q,370.00,374.90,365.00,374.50,374.50,367.75,15,960,355859.00,
539207,MANPASAND   ,B ,Q,171.00,178.10,165.45,165.45,165.45,174.15,3570,292816,50006437.00,
539219,MUL         ,XT,Q,189.90,191.90,189.25,189.25,189.25,189.90,18,275,52159.00,
539220,MISHKA      ,B ,Q,18.25,18.25,18.25,18.25,18.25,18.25,1,1,18.00,
539221,SPORTKING   ,XT,Q,119.40,119.40,119.40,119.40,119.40,117.10,1,1,119.00,
539223,AMBITION    ,B ,Q,40.70,40.70,38.00,38.10,38.00,37.25,8,3252,124908.00,
539225,JIYAECO     ,B ,Q,131.15,137.65,129.95,130.80,130.70,129.60,232,29256,3875847.00,
539226,RUDRA       ,T ,Q,197.00,197.00,188.00,188.00,188.00,197.00,2,26,4897.00,
539227,LOYAL       ,B ,Q,50.00,55.90,47.85,52.35,54.65,53.60,19,13101,683762.00,
539228,GGPL        ,B ,Q,42.10,42.10,40.50,41.25,41.40,41.30,488,87283,3607296.00,
539229,MRSS        ,M ,Q,128.60,128.85,111.10,119.65,120.25,117.15,94,61800,7539900.00,
539235,GPL         ,X ,Q,114.15,114.15,114.15,114.15,114.15,110.00,1,25,2853.00,
539246,JEL         ,XT,Q,22.10,22.10,22.10,22.10,22.10,21.05,1,15,331.00,
539251,BALKRISHNA  ,B ,Q,70.10,72.00,70.10,71.35,71.20,68.70,8,160,11326.00,
539252,SCFL        ,T ,Q,9.10,9.38,9.10,9.38,9.38,8.94,18,21991,205107.00,
539254,ADANITRANS  ,A ,Q,131.00,141.50,131.00,138.60,138.60,132.45,726,62687,8617219.00,
539255,STARDELTA   ,X ,Q,106.00,140.00,106.00,130.00,130.00,123.55,32,2818,319330.00,
539268,SYNGENE     ,A ,Q,585.00,594.85,579.85,585.90,585.90,587.10,366,6203,3638705.00,
